,0,1,2,3,4,5,6,7
0,0.6526675871833658,-0.01413512091393243,0.3789890046604967,0.10074747166600595,0.12120103118478776,0.47913756148739717,0.3618522408520777,-0.4455732430209667
1,0.9097161970755518,-0.004897109013479062,0.5608524748309471,0.00892436904673155,0.19447149972019462,0.25716375732738017,0.2781864108515695,-0.3220823217568759
2,0.8675568796483695,0.06254364946261526,0.4779739460159764,-0.04476398922305613,0.27307951248717144,0.32885459659013194,0.3918581737343749,-0.36291953545598366
3,0.8803110924127808,0.034577974617775675,0.48524400957154423,-0.06500168044811383,0.26950567113686374,0.31485372009986756,0.4094600117842109,-0.3379026525512888
4,0.8168782052926238,0.11197689799528932,0.4101351206814272,0.02991282847405974,0.2030368525188604,0.35527852235708357,0.3881688995366379,-0.34015665216885105
5,0.7972046982712033,0.2315569324223259,0.40097694015726826,0.09581831193939294,0.09081257288073208,0.3453200570233028,0.32978813733337176,-0.27112365454612497
6,0.8828749911343283,0.1623113849472857,0.36467488759050504,0.25074505992684126,-0.07767038288019412,0.37826527767251283,0.2977881890649505,-0.21382228165342398
7,0.8625733611009228,0.1681584774705145,0.356868458908397,0.4202479535144026,-0.2784810279140363,0.3858893907366623,0.2038119447246287,-0.15232975890728995
8,0.8581832006077916,0.19351369641485117,0.3091618581868403,0.5031786600672488,-0.34560465662732687,0.4034312777489788,0.06712547719272277,0.05464213091117753
9,0.9178152014230545,0.1815558557367023,0.2661312187712943,0.4316593766877508,-0.32638713260274776,0.3710525087470218,-0.2055621342104451,0.25583862351380593
10,0.8537672640162917,0.22841652728606232,0.21497666163378937,0.4163585700115413,-0.3113362400615086,0.36086382669804173,-0.2691372545948044,0.3622163775923297
11,0.8744880384039164,0.24700016923466217,0.21263042278385424,0.4193927671151467,-0.35713392144025935,0.38259689921530415,-0.13185941683972535,0.2014713777591839
12,0.8972959702125629,0.28646135732934686,0.17500539842110374,0.36860334670017636,-0.286707305348457,0.45508080838502796,0.09995053577379776,-0.0005376523680751255
13,0.9359717055784815,0.37368566377999457,0.15763168516458181,0.20940697142652143,-0.17992979597823244,0.4578907025045684,0.15052233157255634,-0.04684684115500648
14,0.8822885733341879,0.3966543286746682,0.14082760556033325,0.16565792460784956,-0.10123498491785377,0.41030004059174363,0.02093100139919124,0.042065243315232426
15,0.8774929234202322,0.4406225993460051,0.12909078091854176,0.13673465317544342,-0.053827920345795865,0.33551343299239345,-0.03695021138422916,0.19679244150054065
16,0.9162596048803475,0.4495697541084669,0.12459651625016255,0.05027749900410572,0.04613145169157873,0.3145568778421297,-0.002890984614301151,0.1407816222248517
17,0.9211022381340708,0.46482565374350915,0.13397431362840173,-0.022897537262917766,0.10960675878331472,0.30914977862285165,0.21308812927826182,0.054280863615738806
18,0.8840818122290979,0.48205900161088877,0.0883043577664806,-0.05656205108546575,0.17570273639093625,0.31724280326892984,0.31443158092908585,-0.21415656411420825
19,0.9248199889098669,0.43421930654295826,0.0717666331849296,-0.18501349248958132,0.2878547039831869,0.3167984825989769,0.5072800607961792,-0.3573486674493337
20,0.8647075118559941,0.5091508833620733,0.061944172449289736,-0.275743872120116,0.4041259314491059,0.35156197321725546,0.5891641086625574,-0.6001988978893542
21,0.8659334807223056,0.522891708856374,0.0030655873468263817,-0.29747074165188414,0.4635784157406031,0.35505494395845605,0.7000384720824606,-0.556818642854645
22,0.8519994289821335,0.5179985769731963,-0.05403053901683286,-0.28386638789781005,0.46928386815059486,0.3082169029452868,0.4793278322003929,-0.4323280057032064
23,0.8333163622948214,0.5474094709277377,-0.0567987056287137,-0.20131111476508567,0.37904343910488403,0.2437460705475556,0.23912136245819604,-0.160272368820761
24,0.8162588717084318,0.5858669799340666,-0.08628100465996269,-0.06342395255991629,0.22182189657460905,0.2558395137869287,0.026654505105200066,-0.15556710022539866
25,0.7462734183634259,0.717629607033176,-0.12338522375937255,0.05005090789065436,0.12258625331511142,0.3046528164399265,0.07232630753826208,-0.17731641760401307
26,0.7220126658731671,0.7094503161519392,-0.1887155967677865,0.0543416475328764,0.08456421919557666,0.35373921449254375,0.11430974484071443,-0.2507453790780928
27,0.6826674011469969,0.736724940474883,-0.270399573803213,0.022591251917548627,0.13079995652073118,0.34588158951058623,0.08937771716489595,-0.17750746038545817
